trdmn,mkt_rf,smb,hml,umd,rf,smb_equal,hml_equal,umd_equal,rmw,cma,rmw_equal,cma_equal
200901,0.1302196534,0.0270512321,0.0048489631,-0.142251022,0.001856,-0.010132592,0.0001304308,-0.076194937,-0.031878909,-0.023953556,0.0090790637,-0.028182711
200902,0.0610956435,0.0282544007,0.0179551733,-0.045256221,0.001856,0.0097571423,0.0229725111,-0.07642151,-0.045194532,0.0416736046,-0.027414137,0.0278669827
200903,0.1876350029,0.0521752102,-0.01639017,-0.073736514,0.001856,0.0318092319,-0.020955454,-0.079007644,-0.046037004,-0.021712243,-0.013535067,-0.013031959
200904,0.0598062113,0.0143313316,-0.00168263,-0.005136637,0.001856,0.0231126023,0.0119567676,0.0011042639,-0.006533371,0.003821445,-0.008348655,-0.002153226
200905,0.0496918965,0.0379876902,-0.001856606,-0.02235742,0.001856,0.0275551601,0.0007515025,-0.032912626,-0.017630036,-0.008201492,-0.027141884,0.0116616126
200906,0.0826148856,-0.024387387,-0.008056188,-0.014335983,0.001856,0.0096999969,-0.002523428,-0.012310495,0.0523200346,-0.020594129,-0.003311791,0.0121894363
200907,0.1695557932,-0.035672218,0.0841220069,-0.077293851,0.001856,-0.019839045,0.0474855049,-0.052045575,-0.036888795,-0.0034486,0.0145620487,-0.018630565
200908,-0.1915674,0.0391721974,-0.061528436,-0.073585712,0.001856,0.0215129859,-0.041488434,-0.039845823,-0.004615305,0.0186389269,0.0007014212,0.012273052
200909,0.0390827905,-0.011296614,-0.018893032,0.0187158316,0.001856,-0.003859576,-0.011857785,-0.002802537,0.0406993266,-0.028879812,0.0190770996,-0.01393487
200910,0.1003463664,0.0273088473,0.0161575295,0.0664403448,0.001856,0.0105402668,0.0129963145,0.0264022887,-0.025083259,0.033671814,-0.009830594,0.0090706177
200911,0.109303432,0.0482075983,-0.00422387,-0.002719784,0.001856,0.0194327424,0.0094817834,-0.038818795,-0.01351522,0.049686753,-0.005188304,0.013607279
200912,0.0244651226,0.0179988004,0.0329256243,-0.053840869,0.001856,0.0305545357,-0.000409439,-0.028254436,-0.016169776,0.0120849533,-0.004933634,0.0060544466
201001,-0.077343947,0.0625244486,-0.041583916,-0.061167426,0.001856,0.0222237773,-0.020697649,-0.031278243,-0.022553065,0.0385314109,-0.015475495,0.0187389651
201002,0.0374506686,0.0378406428,0.0078285246,0.0307341702,0.001856,0.0212498176,0.0106341513,0.005928936,-0.034178768,0.0343035867,-0.025834877,0.0212032615
201003,0.0137733781,0.0336236981,-0.00008108,-0.003885948,0.001856,0.0321342909,0.0026055999,-0.009805459,-0.006856865,0.0172829806,-0.014105529,0.0184795048
201004,-0.079242228,0.0075800525,-0.042527322,0.0552671196,0.001856,-0.005938564,-0.039715198,0.0077874403,0.0121361242,0.0067803985,0.0306608007,0.0040603018
201005,-0.089008375,0.0045033619,-0.051872486,0.0626246928,0.001856,0.0023744374,-0.03857198,0.0564901295,0.0345909004,-0.006740897,0.0162774869,-0.011627642
201006,-0.092482431,-0.00966492,-0.006916041,-0.028648327,0.001856,0.002770901,-0.004522017,-0.018705555,-0.000859063,-0.007956254,0.0062667633,0.0035721919
201007,0.1446077925,0.0233761619,0.006378089,-0.032952017,0.001856,0.020446992,0.0203249552,-0.04915276,-0.01232123,0.0067182585,-0.005941703,0.0008172293
201008,0.0556399333,0.0460268114,-0.063053853,0.096158031,0.001856,0.022588811,-0.038916467,0.0573360041,-0.023594629,0.0059611122,-0.013067061,0.020513632
201009,0.0244597883,-0.015748535,-0.030750995,0.0404764128,0.001856,-0.012321148,-0.019441096,0.014490881,-0.011032855,-0.010626714,-0.012734504,0.0009611035
201010,0.1179633421,-0.042331074,0.0058130507,-0.06766916,0.00206,-0.030849774,0.0182514195,-0.037717716,0.0081703612,-0.029759988,0.0123555068,-0.027911237
201011,-0.038305737,0.0578115727,-0.045457354,0.0726139815,0.00206,0.0344214919,-0.026608182,0.0544053532,0.0106354297,-0.002604339,-0.002476258,0.0219004038
201012,-0.010766096,-0.002867847,0.0159334733,-0.025305266,0.002263,0.0109431834,0.0026186733,-0.005078135,0.0199883354,-0.025712978,0.007047854,-0.022160218
201101,-0.025178067,-0.018451459,0.0587628875,-0.095805495,0.002263,-0.000875,0.0438917725,-0.057943323,-0.004612106,0.0054524875,-0.015511425,0.0127918243
201102,0.0612419965,0.0421747039,-0.025169813,0.0405605364,0.002466,0.0130937077,0.0021961162,0.016079321,-0.055585906,0.0373559803,-0.034250331,0.0151736097
201103,-0.005185615,0.0158124164,0.0281726382,-0.036012585,0.002466,0.0185918129,0.0225065921,-0.05388357,0.0034385197,0.0054997493,-0.031174678,0.0195200572
201104,-0.022112529,-0.006863472,0.0121050467,-0.046499016,0.002669,-0.001398065,0.0178881547,-0.027493974,0.0150385564,-0.005785707,-0.011109891,0.0124312849
201105,-0.06978379,-0.001133876,-0.007241954,0.0019239323,0.002669,0.0097990469,0.0010891336,-0.007914032,0.019331593,-0.016770533,0.0095714117,-0.008978489
201106,0.0299610392,0.0085151485,-0.011989549,0.0548178952,0.002669,0.0152697043,-0.006524647,0.038754588,-0.008481688,-0.00303029,-0.011886773,-0.001739881
201107,-0.008060514,0.0178496873,-0.054568716,0.0126217386,0.002871,0.0143299285,-0.047171666,0.003996868,-0.011845318,-0.006601738,-0.009224781,-0.000276492
201108,-0.053821563,0.021453126,-0.029097022,0.0038033483,0.002871,0.0200102852,-0.01714151,-0.019696157,0.0059564232,-0.02834389,0.0037724557,-0.010397779
201109,-0.097643875,-0.016924476,0.0345193016,-0.027388176,0.002871,0.0034165476,0.0137479031,-0.034011071,0.0264546005,0.0110495724,-0.005853915,0.0168521941
201110,0.028395086,0.0123157027,-0.003224801,-0.016555382,0.002871,0.008427336,-0.004089754,-0.013377329,-0.008002591,0.0020261542,0.004488428,-0.006723516
201111,-0.053769932,0.0111656413,-0.03155729,-0.001973057,0.002871,0.0109501987,-0.029481768,-0.018857913,-0.003430526,0.0113798524,-0.011496296,0.010679647
201112,-0.095586616,-0.067450137,0.0537925681,0.0725200371,0.002871,-0.02403239,0.0280363788,-0.01360412,0.1078324502,-0.057521181,0.0640657543,-0.049811638
201201,0.0254664312,-0.042083365,0.0339874615,-0.035901609,0.002871,-0.027623495,0.022993743,-0.044609666,0.0192519257,0.0083840148,0.0050469903,0.0177307291
201202,0.0790071647,0.0440903348,-0.03609041,-0.073905948,0.002871,0.0179007499,-0.016431364,-0.044048442,-0.047744549,0.0027218018,-0.016531679,-0.005760164
201203,-0.076929278,0.0069087902,-0.003884377,0.0432009711,0.002871,0.008879211,-0.000935918,0.0341234309,0.0138280067,0.0052440709,0.004473889,0.005654285
201204,0.058555507,-0.003145186,0.0171933831,-0.049216312,0.002871,-0.017614994,0.0392791829,-0.051834253,-0.013562649,-0.016287517,0.0089752808,0.0065351444
201205,0.002491337,0.0152035847,-0.033243722,-0.007312679,0.002871,0.0111694649,-0.018042789,0.0152014173,-0.01114816,-0.018329719,0.0053964591,-0.012035389
201206,-0.065063871,0.0075273434,-0.021777662,0.0559410675,0.002669,0.0194810567,-0.024937598,0.0384894908,0.0249536306,-0.019629217,-0.00150025,0.0114252296
201207,-0.062563104,-0.039405798,0.0056984511,0.0580392378,0.002466,-0.019190644,0.0045128461,0.0348367321,0.0410609204,-0.03083873,0.0246688654,-0.014634555
201208,-0.02819893,0.0723937187,-0.008451345,-0.034586643,0.002466,0.0467824204,-0.023875049,-0.031547618,-0.052553198,0.0432239927,-0.056707996,0.0245009308
201209,0.02745369,-0.03183115,-0.013356546,-0.008769383,0.002466,-0.013263047,-0.004983887,-0.019115666,0.0353085494,-0.037860041,0.0217888175,-0.0082748
201210,-0.010726071,0.0199518818,0.0100549905,0.0056020863,0.002466,0.0084474763,0.0097908423,-0.008278048,-0.009885841,0.0057556562,-0.012635051,0.0159517229
201211,-0.076474239,-0.030049617,0.04770246,0.0516476595,0.002466,-0.008894227,0.0288974591,0.0049869853,0.0400757646,-0.005220107,0.0112154897,0.0050028404
201212,0.1374412069,0.0191233143,-0.002959594,-0.042333207,0.002466,0.0023138527,-0.006904635,-0.013228049,-0.012587162,-0.007213703,0.0226619705,-0.017836036
201301,0.036694046,0.0358798724,-0.010988384,-0.036802086,0.002466,0.0098377832,-0.017564676,-0.009165455,-0.049355479,0.0260369442,-0.030009301,0.0007190233
201302,0.0076391298,0.031887628,-0.020214941,0.0260098774,0.002466,0.0173303118,-0.014488437,0.0127063823,-0.021147878,-0.000071986,-0.013600716,-0.006317516
201303,-0.044633975,0.0253345559,-0.024249156,0.0522420592,0.002466,0.0182672986,-0.024312578,0.0405592322,-0.014295013,0.0142085342,-0.024714371,0.015127335
201304,-0.033265762,-0.000121157,-0.005234792,0.009225132,0.002466,0.0005024454,-0.005117909,0.0212669435,-0.005857377,-0.014085392,0.0021095988,-0.00278433
201305,0.0846590062,0.0709489485,-0.033685182,0.0238184972,0.002466,0.035134209,-0.033661587,0.0208031998,-0.061911628,0.0063372786,-0.034720576,-0.000732221
201306,-0.146490139,-0.001621207,-0.018742588,0.0626579381,0.002466,0.0144065262,-0.011099286,0.0477571161,0.0273735557,-0.016593002,-0.006225656,0.0036916032
201307,0.0400957104,0.0383579256,0.0005786043,0.0557487627,0.002466,0.0350166407,-0.013532745,0.0405913245,-0.021917885,0.0223478235,-0.035270132,0.0187610137
201308,0.0555192406,0.0331242935,0.015841168,-0.061634914,0.002466,-0.000514505,0.0374218017,-0.064853355,-0.057204652,0.0323636191,-0.02239558,0.0180327047
201309,0.042476073,0.009806694,0.0023466147,0.07830659,0.002466,0.0094819058,-0.000510683,0.0364461244,-0.025872001,0.019027274,-0.013700722,0.0038901229
201310,-0.027871841,0.0093418001,0.0317458425,-0.065106225,0.002466,0.0117426223,0.0252202289,-0.04176072,0.0059699412,0.0093558003,-0.005741691,0.0106527131
201311,0.0500590353,0.0527454771,-0.011581122,0.0370370703,0.002466,0.0556060622,-0.000850103,0.0396576635,-0.034933044,0.0117308995,-0.043766803,0.0090440958
201312,-0.042644229,0.0077408064,0.0125746111,0.0088281038,0.002466,0.0067887623,0.0181986233,0.0001584503,0.0133115011,-0.013139814,0.0125332343,-0.003777754
201401,-0.018291221,0.0711320348,-0.019566683,0.0987933537,0.002466,0.0580010888,-0.019912484,0.1353793465,-0.041083583,0.0053199505,-0.046103282,-0.001153574
201402,0.0147198778,0.0298102126,0.0142392608,-0.031942978,0.002466,0.0219321702,0.0118709105,-0.01279469,-0.024763042,0.0327290046,-0.034649785,0.0257528866
201403,-0.027787932,-0.006173739,0.0289385885,-0.084219392,0.002466,-0.007897848,0.0280085953,-0.082311865,0.0034999148,0.019621573,-0.00040252,0.015841034
201404,-0.014816316,0.0064472598,0.0042045948,-0.018597221,0.002466,0.0193032805,0.0042251993,0.001384205,0.0122141985,-0.006686691,-0.000957667,0.0014263044
201405,0.0126427076,0.0231646353,-0.001558896,0.0142038514,0.002466,0.0238932153,-0.009216287,0.02086572,-0.028857891,0.0107693249,-0.028958224,0.0074244461
201406,0.0258283292,0.0340450075,-0.004189283,0.0222574435,0.002466,0.039510684,-0.008424073,0.0281619662,-0.023002929,0.0187232157,-0.03475484,0.0205605064
201407,0.074750871,0.0025966202,0.051589002,-0.064336808,0.002466,-0.005048176,0.0564009563,-0.065253527,-0.010261073,0.0238591687,0.0033229487,0.0133920533
201408,0.0278702108,0.0454644326,-0.021344946,0.0267408343,0.002466,0.0357708934,-0.021202689,0.0156184091,-0.045681155,0.0108023906,-0.03852271,0.0114772356
201409,0.0896755201,0.0868646049,-0.000594412,0.0287239874,0.002466,0.0639048583,0.0152667421,0.01016594,-0.093003998,0.0462104414,-0.044934051,0.0380430345
201410,0.0126046839,0.0001075853,0.0158192756,-0.008341009,0.002466,-0.003164451,0.0191387418,-0.017888145,-0.003296444,0.0134751671,0.0092446718,0.0059731757
201411,0.0564115735,0.0033732288,0.0434035474,-0.025132358,0.002263,0.0085032118,0.0416456193,-0.013702734,-0.000165522,0.0107592508,-0.000768566,0.0147443671
201412,0.0933387322,-0.159639655,0.1572752048,-0.076981516,0.002263,-0.092598029,0.1171456128,-0.077093547,0.1537812276,0.0061243478,0.0889783933,-0.007924837
201501,0.0394398791,0.0236268435,-0.070215279,-0.103226724,0.002263,0.0175991867,-0.067218044,-0.056699652,-0.019206593,-0.038032287,-0.013225024,-0.021735982
201502,0.0503315875,0.0271334644,-0.040387514,-0.026825412,0.002263,0.0149387592,-0.035156778,-0.014423958,-0.02668289,-0.016955149,-0.014190967,-0.007429411
201503,0.1714308463,0.0818480643,-0.027205835,0.0166974346,0.00206,0.0420498813,-0.017004255,-0.004105819,-0.073827612,0.0028415455,-0.038851046,-0.00439069
201504,0.1993011745,0.0059235095,0.0637807663,0.09834308,0.00206,0.0250289336,0.0344375019,-0.011338982,-0.041991952,0.0931034871,-0.032746243,0.0370540604
201505,0.1133886196,0.1679272663,-0.179506241,-0.04667354,0.001856,0.1205934504,-0.13366247,-0.061153245,-0.153320382,0.0099315387,-0.115677272,0.035992928
201506,-0.090464585,-0.030230144,0.1054073862,-0.122696502,0.001652,-0.019502092,0.0872344531,-0.148989524,0.0324334009,0.0151280145,0.0296705048,0.0106118751
201507,-0.161064496,-0.056042677,-0.013125125,-0.057524615,0.001652,-0.028843749,-0.0240352,-0.034553508,0.0719021921,-0.009221511,0.053790854,-0.0322294
201508,-0.142842101,0.0073748542,0.0220634365,-0.046296489,0.001447,0.0196148713,0.0250731066,-0.078700184,-0.022979427,0.0332526907,-0.01175963,0.0469721534
201509,-0.064157251,0.0337825239,-0.048677982,-0.059790481,0.001447,0.0287892439,-0.055861221,-0.065281597,0.0329937203,-0.038955941,0.0006084607,-0.03255761
201510,0.1611755887,0.0835218798,-0.058836331,-0.038498047,0.001241,0.0480040432,-0.053111765,-0.052941657,-0.094085816,-0.031302185,-0.064054622,0.0033423768
201511,0.0276679565,0.1142992836,-0.028113771,-0.020045289,0.001241,0.0873424227,-0.030968244,-0.033338444,-0.042205633,-0.03119008,-0.053347461,-0.003186035
201512,0.0411503199,0.0639505059,-0.005047736,-0.052198468,0.001241,0.0663110982,-0.002023564,-0.056994137,-0.000864939,-0.008662156,-0.03112703,0.0249714989
201601,-0.265316866,-0.045672187,0.0352263163,-0.098911632,0.001241,-0.013226229,0.0222531432,-0.059253638,0.0801845993,0.0271884958,0.0268208322,-0.00540943
201602,-0.020939765,0.0026754454,0.020156543,-0.024382347,0.001241,0.003000625,0.0253455646,-0.024743863,-0.002634412,0.0129469687,-0.007428871,0.0185161915
201603,0.1441244796,0.0618427222,-0.030298935,-0.027433318,0.001241,0.0457855799,-0.0254643,-0.02862139,-0.045479953,-0.046467322,-0.029098094,-0.021992503
201604,-0.022269671,0.0285293799,0.0165702675,0.0081515665,0.001241,0.0344784966,0.0141117756,-0.000262953,0.007137311,0.0087725161,-0.011697609,0.0197684575
201605,-0.011214514,-0.021148455,-0.018316412,-0.003660619,0.001241,-0.013708735,-0.01880929,-0.019747172,0.018451701,-0.016195914,0.014699163,-0.023072125
201606,0.0291761516,0.0392525558,-0.029862932,0.0237634371,0.001241,0.0315814877,-0.0322419,0.016497057,-0.025305095,-0.016436861,-0.020572086,-0.012810231
201607,0.0172278469,-0.022937231,0.0589025766,-0.040196743,0.001241,-0.010146382,0.0622684644,-0.064244877,0.0306378158,0.0072345677,0.0203054773,0.0239629614
201608,0.0343985544,0.0327033176,0.0138479187,-0.025688806,0.001241,0.0284435198,0.0162409084,-0.011338418,-0.005225122,0.0037989762,-0.009815908,0.0085542275
201609,-0.020996554,0.0368976884,0.0128655768,-0.001160861,0.001241,0.0360868342,0.0176709563,-0.003735093,-0.00253575,-0.0012869,-0.012933743,0.0155269018
201610,0.0322521956,0.0186281979,0.0168459299,-0.00590792,0.001241,0.0196361752,0.0085050322,0.0100371737,-0.015776378,0.0135594001,-0.019157397,0.0160504522
201611,0.0373638379,0.004472996,0.0352167086,-0.014088048,0.001241,0.0159545824,0.0199249135,-0.012496174,0.0063624053,0.0203381283,-0.009640903,0.0243249582
201612,-0.045324795,0.0272263987,0.0356035059,0.0164812836,0.001241,0.0286441854,0.0398953458,0.0205437131,0.0094704421,0.0460462439,-0.012397095,0.0427285706
201701,0.0054397665,-0.033668896,0.0430613991,-0.006583053,0.001241,-0.020292046,0.03807359,0.0020825556,0.022388756,0.0424419539,0.0017606081,0.021933638
201702,0.029296415,0.0117190063,0.0044582006,-0.004700455,0.001241,0.0054413432,0.0089338922,-0.002129318,-0.01727751,-0.015558923,-0.004877848,0.0054112606
201703,-0.005990434,-0.025361395,0.0069290648,0.042898173,0.001241,-0.013107138,0.0136562306,0.022168162,0.0454212592,-0.030922807,0.032905808,-0.020388633
201704,-0.02484349,-0.052536065,0.0338131745,0.0500206541,0.001241,-0.034214744,0.0335012522,0.022389407,0.0671379727,-0.030877797,0.051247398,-0.027139658
201705,-0.038092118,-0.05082008,0.0215255607,0.0569392936,0.001241,-0.017143248,0.0196203081,0.0095639659,0.0699166419,-0.004530879,0.0275851611,-0.009930925
201706,0.0480073624,-0.019849963,-0.00416448,0.0022195191,0.001241,-0.015155581,0.0086990788,0.0021807425,-0.006404537,-0.026054804,0.0080364219,0.001072002
201707,0.0180304339,-0.014135291,0.0606056922,0.0289586142,0.001241,-0.022406786,0.0616852775,0.040941718,-0.01913736,0.04934466,0.0089805563,0.0370865677
201708,0.018742372,0.0043598374,-0.029620149,-0.042391444,0.001241,0.0059967168,-0.022673359,-0.035465252,-0.018361979,0.0031329807,-0.01706236,-0.002654102
201709,0.015795088,-0.005992498,-0.025912237,-0.017761276,0.001241,-0.000570496,-0.020836785,-0.022126326,0.0048832444,-0.026211386,-0.000471614,-0.022019786
201710,0.0150933929,-0.05434469,-0.010035223,0.0679971442,0.001241,-0.016578111,-0.006290925,0.0285708253,0.0560547196,-0.059150229,0.0322302873,-0.024679192
201711,-0.03389608,-0.033678676,0.0408485639,0.054935667,0.001241,-0.019253264,0.0357707678,0.0362967662,0.0487695448,0.0095361908,0.0187031438,0.0064820861
201712,0.0045758706,-0.029369599,-0.000556916,0.0460586747,0.001241,-0.009638695,0.0076632914,0.0296162122,0.0338161913,-0.02395331,0.0179787629,-0.01019552
201801,0.0213505108,-0.055466056,0.059846856,0.0691827346,0.001241,-0.022114263,0.0438875207,0.028121731,0.0824540022,0.0037142532,0.0394840987,-0.006671764
201802,-0.047140627,-0.015503542,-0.025899021,0.017766767,0.001241,-0.019229401,-0.009602491,0.0369425995,-0.010195166,-0.031283759,0.0158596534,-0.032028911
201803,-0.005750704,0.039352902,-0.081125825,-0.105427439,0.001241,0.0240669404,-0.076933779,-0.087348615,-0.052889508,-0.036193244,-0.028560308,-0.016914414
201804,-0.036901706,-0.009286278,-0.006948293,0.0369398814,0.001241,-0.000739071,-0.006150678,0.0261676088,0.0192479342,0.0208081031,0.0033475013,-0.000028754
201805,0.0121856325,-0.033527257,-0.003841456,0.0511076415,0.001241,0.0136061107,0.009857908,0.0019573883,0.0713962432,-0.013265512,0.0441156845,0.0022708085
201806,-0.082491996,-0.02628974,0.0081865899,0.0628100155,0.001241,-0.00079073,0.0158642092,0.0255889886,0.0506152033,0.0016364196,0.0243042346,-0.000407948
201807,0.0013833171,0.016142203,0.0400101169,-0.038395105,0.001241,0.0153487336,0.0378805921,-0.050442467,-0.007695956,0.033722337,-0.016354306,0.0270501757
201808,-0.065983566,-0.002988259,0.0280626056,0.0147705798,0.001241,0.0016467901,0.0178290078,0.0076777861,-0.004404003,0.0402130807,-0.010943974,0.0180075146
201809,0.0185178241,-0.026571718,0.0206057915,0.0138185737,0.001241,-0.003302631,0.021588072,-0.021362635,0.0263812293,0.0468658893,-0.00540375,0.016747925
201810,-0.111910813,0.0323920674,0.0344673891,-0.0072848,0.001241,0.0312799551,0.0113290525,-0.011527287,-0.015821051,0.0347556786,-0.004865232,0.0183865737
201811,0.0205920889,0.0459035079,-0.021608516,-0.085013435,0.001241,0.0205886323,0.0016604795,-0.067678851,-0.048175707,-0.031483538,-0.034552521,0.0147795017
201812,-0.039111278,-0.002667508,-0.006420646,0.0304176019,0.001241,0.0103710666,-0.008983019,0.0092168025,0.0074792221,0.0163955,0.0037073962,0.0081999018
201901,0.0219714854,-0.056988259,0.0131021205,0.032937357,0.001241,-0.02555955,0.0347684231,0.0165033127,0.0513011933,-0.027529538,0.0150089146,-0.008002191
201902,0.1615687248,0.0629750747,-0.031967892,-0.159105512,0.001241,0.0153424926,-0.025927165,-0.092656824,-0.102715355,-0.024621346,-0.052385336,-0.006837664
201903,0.0802783654,0.0317556806,-0.023195442,-0.008301605,0.001241,0.0068383233,0.0011386627,0.0025141725,-0.04410542,-0.02215855,-0.029686934,0.0065499309
201904,-0.017474327,-0.01956085,0.0059395318,0.0480950505,0.001241,0.0053566499,0.0268538749,0.0070127352,0.0411839788,-0.008416675,0.0040324849,0.0075296338
201905,-0.060885665,0.0129168122,-0.0067162,0.0378516804,0.001241,0.0235968812,-0.008627656,0.0025917188,-0.01157107,0.0277097818,-0.027784156,0.0297074168
201906,0.0260747342,-0.038127739,-0.030614397,0.0184491815,0.001241,-0.006336252,-0.013738676,-0.007206611,0.0399178707,-0.014620123,0.0198369785,-0.002523048
201907,-0.006205142,-0.019939487,-0.019226502,0.0069476544,0.001241,-0.003011361,-0.018204203,-0.000396572,0.0259556951,-0.020538253,0.0309935153,-0.024687074
201908,0.0005443003,-0.021641315,-0.066998238,0.0588261122,0.001241,-0.011177174,-0.040429415,0.0252012757,0.0246291079,-0.055525781,0.0101020545,-0.016303771
201909,0.0021495654,0.0168424352,-0.006212521,-0.016441498,0.001241,0.0126645882,-0.018337806,-0.005908313,0.0206888187,-0.008141267,0.0211783568,-0.021493529
201910,0.003127452,-0.010188955,-0.017796176,0.0349802677,0.001241,-0.003656626,-0.004221651,0.0161371507,0.0069434704,-0.022989176,0.0080548575,-0.011254599
201911,-0.01424826,-0.011000877,0.0101863067,-0.00471134,0.001241,-0.00678264,0.0091874087,-0.007823338,0.0195851581,0.0054409813,0.0126710461,0.0055079734
201912,0.0701250206,0.0129772751,0.0003125517,0.0141836035,0.001241,0.0097257378,-0.007602672,0.0054633651,0.0044509981,-0.015725932,0.0058958541,0.0012397468
202001,-0.003885042,0.0183453945,-0.041873797,0.0449444991,0.001241,-0.003999054,-0.036117279,0.0549866362,0.012357432,-0.017266216,0.0241648977,-0.030661625
202002,0.000717881,-0.000447501,-0.040601977,0.0689326965,0.001241,-0.014773011,-0.027300254,0.0576759058,-0.006834662,-0.01714431,0.0081737035,-0.022639218
202003,-0.056973326,0.0242107956,0.0164796978,-0.032028016,0.001241,0.0364048238,0.029501547,-0.068740595,-0.02188534,0.0072498471,-0.032387745,0.0037773522
202004,0.0491908246,-0.036993516,-0.048985199,0.0917744826,0.001241,-0.025459114,-0.027239749,0.0757918087,0.0491158625,-0.063329478,0.0426041858,-0.038075117
202005,0.009564898,0.014047909,-0.031279892,0.0291365715,0.001241,0.0034972772,-0.01872938,0.0112769099,0.0102226455,-0.034592158,0.0122919057,-0.01947717
202006,0.0849485078,-0.006170179,-0.083943881,0.1090280751,0.001241,-0.006222577,-0.052476822,0.0762468058,0.0501419534,-0.052740499,0.0342569486,-0.02720071
202007,0.1385710386,-0.003887601,0.0097419389,0.0404369349,0.001241,-0.004362945,0.034399136,0.002413965,0.0045764303,-0.00455063,0.0025920937,0.0004182106
202008,0.0242368254,0.0201377764,-0.001866076,-0.014105224,0.001241,0.030341682,-0.006910013,-0.046517496,0.0072893163,-0.0039318,-0.009282619,0.0121704469
202009,-0.064277707,-0.004311163,0.0058215822,-0.014160549,0.001241,0.0160484802,0.0038029662,-0.026064505,0.0225694959,-0.012761581,-0.000332511,0.0125636423
202010,0.0102345079,0.0022470262,-0.019208866,0.0171332485,0.001241,0.0257419905,-0.013312114,0.0139398266,0.0324646844,-0.023592295,0.014245489,0.002292624
202011,0.0351038033,-0.021678942,0.0732786326,-0.051663293,0.001241,-0.006929373,0.0618005744,-0.064046403,-0.026460624,0.0233754478,-0.009966995,0.0080178896
202012,0.0412595468,-0.086447811,-0.040119999,0.1680985259,0.001241,-0.047804312,0.0062811992,0.0759038213,0.0874021146,-0.115542364,0.0335128347,-0.022532458
202101,-0.00118862,-0.093145669,-0.038032979,0.088803998,0.001241,-0.047445989,-0.017485303,0.0507546307,0.0947569997,-0.07423118,0.0519349069,-0.032491584
202102,0.0002778994,0.0340760016,0.0550727529,-0.062080496,0.001241,0.0233559795,0.035091766,-0.035773664,-0.036126985,0.0486985189,-0.013570795,0.0210321813
202103,-0.02972557,0.0588633338,0.0470719513,-0.041240857,0.001241,0.0305993305,0.0478980406,-0.030380354,-0.03929068,0.0608676015,-0.018747202,0.0225969634
202104,0.0254397189,-0.020204404,-0.015811016,0.0681237399,0.001241,-0.013156016,0.0018638419,0.033853335,0.0237757586,-0.02259463,0.008942941,-0.002994968
202105,0.0475638259,0.0283436825,-0.009800763,0.0034174755,0.001241,0.0168613982,-0.008148775,0.0032416858,-0.021238234,0.0016074452,-0.03318439,0.0233861903
202106,0.0141943277,0.0235324157,-0.02664446,-0.002416062,0.001241,0.0159645926,-0.041119737,0.0012285473,-0.014420887,0.0107715912,-0.01284722,0.0104903606
202107,-0.031180248,0.02257763,0.0036371885,0.0370819778,0.001241,-0.00320569,-0.020906068,0.0812367282,-0.081909703,0.0213607811,-0.004287783,-0.021776982
202108,0.0365683454,0.0096010309,0.1065126825,0.0492260491,0.001241,0.0006031335,0.0842302904,0.0597222128,-0.081099267,0.1019199719,-0.029070341,0.0310914952
202109,0.0009477198,-0.019083432,0.0406979249,-0.092626214,0.001241,-0.003581,0.043678571,-0.061225532,0.0558013124,-0.00433453,0.0015269817,0.0042926671
202110,-0.004044905,-0.010843308,-0.072747444,0.0121710909,0.001241,-0.006705917,-0.054601686,0.0028842464,0.0153425119,-0.066354361,0.0154134809,-0.026215565
202111,0.0252126509,0.0953396703,-0.039492414,-0.04975082,0.001241,0.0428549173,-0.044343074,-0.032737565,-0.026266879,-0.000715163,0.006027641,-0.013179903
202112,0.0173602388,0.0119186396,0.0625295964,-0.105065023,0.001241,0.014313138,0.0583174898,-0.081596266,0.0003843823,0.0280988642,-0.029478294,0.0205022746
202201,-0.098944179,0.0075132023,0.0392076214,-0.034436373,0.001241,0.0285260967,0.0361121417,-0.051823654,-0.000270858,0.0201378852,-0.015631963,0.0151530358
202202,0.0327625097,0.0181959093,0.0361424017,0.0543623807,0.001241,0.0080350487,0.0220216575,0.0354498803,-0.0295058,0.0498501121,-0.020618878,0.0141684471
202203,-0.077312652,0.0464751646,0.0756725086,-0.000969833,0.001241,0.0408729235,0.0814742725,-0.019984795,-0.031358196,0.0355280448,-0.04728996,0.0342039174
202204,-0.084161181,-0.091527793,0.0245350534,-0.080684102,0.001241,-0.038868787,0.0352569258,-0.04130549,0.0751502635,-0.023007248,0.0276753121,-0.012039917
202205,0.0643597393,0.0547406966,-0.010684307,0.0137660526,0.001241,0.020260848,-0.014818986,0.006838043,-0.048756247,0.0397284359,-0.010126071,0.0063338399
202206,0.09173485,-0.023742033,-0.076507767,-0.076031513,0.001241,-0.024512452,-0.055587248,-0.039449146,0.018432919,-0.067558233,0.0371046095,-0.034915669
202207,-0.027799018,0.0777003534,0.0210342114,0.0236338364,0.001241,0.0442047254,0.0002461996,0.0142374049,-0.049955667,0.0540012568,-0.025775837,0.0154284266
202208,-0.026892535,0.0016513552,0.0279919099,0.0077591953,0.001241,0.0170977576,0.0219548871,-0.01934466,-0.009187472,0.0125538257,-0.024971103,0.0227018568
202209,-0.070861174,-0.023573627,0.0222851949,0.0330977227,0.001365,-0.002677299,0.0219174542,0.0149071745,0.0236235757,0.0043298045,0.0098010721,0.0016570025
